Year,Yearly_Ranking,Title,Studio,Total_Gross,Number_of_Theaters,Opening_Gross,Number_of_Opening_Theaters,Open_Date,End_Date,Running time,Genre,Rating
2017,38,Ferdinand,Fox,"$84,410,380 ","3,630","$13,401,586 ","3,621",12月15日,5月31日,1 hrs. 47 min.,Animation,PG
2017,39,The Post,Fox,"$81,903,458 ","2,851","$526,011 ",9,12月22日,5月17日,1 hrs. 55 min.,Drama,PG-13
2017,40,The Mummy (2017),Uni.,"$80,227,895 ","4,035","$31,688,375 ","4,035",6月9日,8月24日,1 hrs. 47 min.,Action / Adventure,PG-13
2017,41,The Hitman's Bodyguard,LG/S,"$75,468,583 ","3,377","$21,384,504 ","3,377",8月18日,11月2日,1 hrs. 58 min.,Action Comedy,R
2017,42,Alien: Covenant,Fox,"$74,262,031 ","3,772","$36,160,621 ","3,761",5月19日,8月31日,2 hrs. 2 min.,Sci-Fi Horror,R
2017,43,Captain Underpants: The First Epic Movie,Fox,"$73,921,000 ","3,529","$23,851,539 ","3,434",6月2日,11月2日,1 hrs. 29 min.,Animation,PG
2017,44,A Bad Moms Christmas,STX,"$72,110,659 ","3,615","$16,759,161 ","3,615",11月1日,1月11日,1 hrs. 44 min.,Comedy,R
2017,45,A Dog's Purpose,Uni.,"$64,508,620 ","3,178","$18,222,810 ","3,059",1月27日,5月18日,2 hrs. 0 min.,Comedy / Drama,PG
2017,46,The Shape of Water,FoxS,"$63,859,435 ","2,341","$166,564 ",2,12月1日,5月3日,1 hrs. 59 min.,Fantasy Drama,R
2017,47,The LEGO Ninjago Movie,WB,"$59,281,555 ","4,047","$20,433,071 ","4,047",9月22日,11月30日,1 hrs. 41 min.,Animation,PG
2017,48,Baywatch,Par.,"$58,060,186 ","3,647","$18,503,871 ","3,647",5月25日,7月27日,1 hrs. 56 min.,Action Comedy,R
2017,49,The Shack,LG/S,"$57,386,418 ","2,888","$16,172,119 ","2,888",3月3日,5月18日,2 hrs. 12 min.,Drama,PG-13
2017,50,Darkest Hour,Focus,"$56,468,410 ","1,733","$175,006 ",4,11月22日,4月12日,2 hrs. 5 min.,Drama,PG-13
2017,51,Happy Death Day,Uni.,"$55,683,845 ","3,535","$26,039,025 ","3,149",10月13日,12月14日,1 hrs. 36 min.,Horror,PG-13
2017,52,"Three Billboards Outside Ebbing, Missouri",FoxS,"$54,513,740 ","1,726","$322,168 ",4,11月10日,5月3日,1 hrs. 55 min.,Crime Comedy,R
2017,53,Atomic Blonde,Focus,"$51,687,870 ","3,326","$18,286,420 ","3,304",7月28日,10月5日,1 hrs. 55 min.,Thriller,R
2017,54,American Made,Uni.,"$51,342,000 ","3,098","$16,776,390 ","3,024",9月29日,12月14日,1 hrs. 55 min.,Crime Thriller,R
2017,55,The Dark Tower,Sony,"$50,701,325 ","3,451","$19,153,698 ","3,451",8月4日,10月19日,1 hrs. 35 min.,Fantasy,PG-13
2017,56,Lady Bird,A24,"$48,958,273 ","1,557","$364,437 ",4,11月3日,4月5日,1 hrs. 33 min.,Comedy / Drama,R
2017,57,Tyler Perry's Boo 2! A Madea Halloween,LGF,"$47,319,572 ","2,388","$21,226,953 ","2,388",10月20日,12月14日,1 hrs. 41 min.,Comedy,PG-13
2017,58,Snatched,Fox,"$45,852,178 ","3,511","$19,542,248 ","3,501",5月12日,8月3日,1 hrs. 31 min.,Comedy,R
2017,59,The Great Wall,Uni.,"$45,540,830 ","3,328","$18,469,620 ","3,326",2月17日,6月1日,1 hrs. 44 min.,Action,PG-13
2017,60,Smurfs: The Lost Village,Sony,"$45,020,282 ","3,610","$13,210,449 ","3,610",4月7日,8月3日,1 hrs. 21 min.,Animation,PG
2017,61,Going in Style (2017),WB (NL),"$45,018,541 ","3,076","$11,932,330 ","3,061",4月7日,7月13日,1 hrs. 36 min.,Comedy,PG-13
2017,62,All Eyez on Me,LG/S,"$44,922,302 ","2,471","$26,435,354 ","2,471",6月16日,8月3日,2 hrs. 20 min.,Drama,R
2017,63,xXx: The Return of Xander Cage,Par.,"$44,898,413 ","3,651","$20,130,142 ","3,651",1月20日,3月16日,1 hrs. 47 min.,Action / Adventure,PG-13
2017,64,47 Meters Down,ENTMP,"$44,307,192 ","2,471","$11,205,561 ","2,270",6月16日,10月19日,1 hrs. 29 min.,Horror Thriller,PG-13
2017,65,The Big Sick,LGF,"$42,873,127 ","2,597","$421,577 ",5,6月23日,10月22日,2 hrs. 0 min.,Romantic Comedy,R
2017,66,Valerian and the City of a Thousand Planets,STX,"$41,189,488 ","3,553","$17,007,624 ","3,553",7月21日,9月21日,2 hrs. 17 min.,Sci-Fi,PG-13
2017,67,The Star,Sony,"$40,852,824 ","2,976","$9,812,674 ","2,837",11月17日,2月15日,1 hrs. 26 min.,Animation,PG
2017,68,Ghost in the Shell (2017),Par.,"$40,563,557 ","3,440","$18,676,033 ","3,440",3月31日,5月25日,2 hrs. 0 min.,Sci-Fi Action,PG-13
2017,69,King Arthur: Legend of the Sword,WB,"$39,175,066 ","3,702","$15,371,270 ","3,702",5月12日,7月20日,2 hrs. 6 min.,Adventure,PG-13
2017,70,Jigsaw,LGF,"$38,052,832 ","2,941","$16,640,452 ","2,941",10月27日,12月21日,1 hrs. 31 min.,Horror,R
2017,71,American Assassin,LGF,"$36,249,674 ","3,154","$14,846,778 ","3,154",9月15日,11月9日,1 hrs. 51 min.,Action / Adventure,R
2017,72,The Foreigner,STX,"$34,393,507 ","2,515","$13,113,024 ","2,515",10月13日,12月21日,1 hrs. 54 min.,Action Thriller,R
2017,73,"Everything, Everything",WB,"$34,121,140 ","2,801","$11,727,390 ","2,801",5月19日,7月27日,1 hrs. 36 min.,Drama,PG-13
2017,74,Wind River,Wein.,"$33,800,859 ","2,890","$161,558 ",4,8月4日,12月7日,1 hrs. 50 min.,Drama,R
2017,75,Geostorm,WB,"$33,700,160 ","3,246","$13,707,376 ","3,246",10月20日,1月11日,1 hrs. 49 min.,Action,PG-13
2017,76,Monster Trucks,Par.,"$33,370,166 ","3,119","$10,950,705 ","3,119",1月13日,3月16日,1 hrs. 44 min.,Action Comedy,PG
2017,77,Fist Fight,WB (NL),"$32,187,017 ","3,185","$12,201,873 ","3,185",2月17日,4月13日,1 hrs. 31 min.,Comedy,R
2017,78,How to be a Latin Lover,PNT,"$32,149,404 ","1,203","$12,252,439 ","1,118",4月28日,6月22日,1 hrs. 55 min.,Comedy,PG-13
2017,79,Kidnap (2017),Aviron,"$30,718,107 ","2,418","$10,016,323 ","2,378",8月4日,11月16日,1 hrs. 29 min.,Action Thriller,R
2017,80,Underworld: Blood Wars,SGem,"$30,353,973 ","3,070","$13,688,751 ","3,070",1月6日,3月9日,1 hrs. 31 min.,Action Horror,R
2017,81,The Mountain Between Us,Fox,"$30,348,555 ","3,259","$10,551,336 ","3,088",10月6日,12月21日,1 hrs. 43 min.,Drama,PG-13
2017,82,Life (2017),Sony,"$30,234,022 ","3,146","$12,501,936 ","3,146",3月24日,6月1日,1 hrs. 43 min.,Sci-Fi Thriller,R
2017,83,"I, Tonya",Neon,"$30,014,539 ","1,450","$264,155 ",4,12月8日,4月19日,2 hrs. 0 min.,Comedy,R
2017,84,Hostiles,ENTMP,"$29,819,114 ","2,934","$22,849 ",3,12月22日,5月10日,2 hrs. 15 min.,Drama,R
2017,85,Molly's Game,STX,"$28,780,744 ","1,708","$2,349,967 ",271,12月25日,3月8日,2 hrs. 20 min.,Drama,R
2017,86,The Nut Job 2: Nutty by Nature,ORF,"$28,370,522 ","4,003","$8,342,311 ","4,003",8月11日,9月28日,1 hrs. 31 min.,Animation,PG
2017,87,Rings,Par.,"$27,793,018 ","2,931","$13,002,632 ","2,931",2月3日,3月23日,1 hrs. 42 min.,Horror,PG-13
2017,88,Logan Lucky,BST,"$27,780,977 ","3,031","$7,600,036 ","3,031",8月18日,11月9日,1 hrs. 59 min.,Action Comedy,PG-13
2017,89,Home Again,ORF,"$27,020,284 ","3,036","$8,567,881 ","2,940",9月8日,11月9日,1 hrs. 37 min.,Romantic Comedy,PG-13
2017,90,Resident Evil: The Final Chapter,SGem,"$26,830,068 ","3,104","$13,601,682 ","3,104",1月27日,3月30日,1 hrs. 46 min.,Sci-Fi Action,R
2017,91,The House,WB (NL),"$25,584,504 ","3,134","$8,724,795 ","3,134",6月30日,8月31日,1 hrs. 28 min.,Comedy,R
2017,92,All the Money in the World,TriS,"$25,113,707 ","2,123","$5,584,684 ","2,074",12月25日,3月22日,2 hrs. 12 min.,Crime,R
2017,93,Gifted,FoxS,"$24,801,212 ","2,215","$446,380 ",56,4月7日,8月24日,1 hrs. 41 min.,Drama,PG-13
2017,94,Downsizing,Par.,"$24,449,754 ","2,668","$4,954,287 ","2,668",12月22日,2月1日,2 hrs. 15 min.,Comedy / Drama,R
2017,95,The Bye Bye Man,STX,"$22,395,806 ","2,220","$13,501,349 ","2,220",1月13日,2月16日,1 hrs. 36 min.,Horror Thriller,PG-13
2017,96,Victoria and Abdul,Focus,"$22,245,070 ","1,060","$158,845 ",4,9月22日,1月4日,1 hrs. 52 min.,Drama,PG-13
2017,97,Rough Night,Sony,"$22,105,643 ","3,162","$8,004,283 ","3,162",6月16日,8月31日,1 hrs. 41 min.,Comedy / Drama,R
2017,98,My Little Pony: The Movie,LGF,"$21,885,107 ","2,528","$8,885,899 ","2,528",10月6日,-,1 hrs. 39 min.,Animation,PG
2017,99,Leap!,Wein.,"$21,858,070 ","2,705","$4,730,038 ","2,575",8月25日,12月7日,1 hrs. 29 min.,Animation,PG
2017,100,The Disaster Artist,A24,"$21,120,616 ","1,010","$1,211,345 ",19,12月1日,3月8日,1 hrs. 38 min.,Comedy,R
